SMILES	Hansch pi	Hammett sigma p
[R]Nc1ccc(Cl)c(Cl)c1	00519	2.527	-0.25
[R]c2ccc1[nH]ncc1c2	00520	1.071	-0.066
[R]C1CCC(O)CC1	00521	1.114	-0.148
[R]C(=O)c1ccccc1F	00522	1.654	0.485
[R]NC(Cc1ccccc1)C(O)=O	00523	1.435	-0.557
[R]C(O)c1ccccc1	00524	1.605	-0.009
[R]C=CC(=O)NO	00525	0.145	0.277
[R]N2CCN(c1ccccn1)CC2	00526	1.374	-0.622
[R]NS(=O)(=O)c1ccc(Cl)cc1	00527	1.539	-0.114
[R]Nc2ccc1OCOc1c2	00528	1.176	-0.335
[R]C(=O)COc1ccccc1	00529	2.042	0.572
[R]Cn1ccnc1	00530	-0.443	0.133
[R]C(=O)c1ccc(Br)cc1	00531	2.306	0.518
[R]CCC(F)(F)F	00532	1.814	0.043
[R]NC(=O)NCC	00533	-0.594	-0.364
[R]c1cccc(Cl)c1C	00534	2.963	0.034
[R]NC(=O)c1ccc(F)cc1	00535	1.141	-0.256
[R]Cc1cc(F)cc(F)c1	00536	2.653	-0.003
[R]C#Cc1ccc(N)nc1	00537	0.884	0.06
[R]C(=O)c1ccccc1C	00538	1.982	0.445
[R]C(=O)CO	00539	-0.017	0.513
[R]C(=O)NCC(O)=O	00540	-1.085	0.418
[R]CCl	00541	0.904	0.075
[R]CCc1ccc(OC)cc1	00542	2.517	-0.11
[R]CCc1c[nH]c2ccccc12	00543	2.078	-0.128
[R]NN	00544	-0.622	-0.611
[R]c1cccc(C(N)=O)c1	00545	0.811	0.021
[R]C#Cc1ccccc1	00546	2.28	0.103
[R]OCCCN1CCCCC1	00547	0.74	-0.261
[R]NC(=O)N2Cc1ccccc1C2	00548	0.817	-0.342
[R]C1CC1c2ccccc2	00549	2.531	-0.12
[R]CC(C)(C)O	00550	0.501	-0.148
[R]c1ccc(OC)c(Cl)c1	00551	2.243	-0.017
[R]CCc1ccccn1	00552	1.393	-0.125
[R]NC(=O)CCC	00553	0.113	-0.299
[R]c1cccc(N)c1	00554	1.194	-0.046
[R]Nc2nc1ccccc1s2	00555	2.223	-0.311
[R]c1ccccc1S(N)(=O)=O	00556	0.83	0.136
[R]NC(=O)C(C)(C)C	00557	0.944	-0.31
[R]C(=O)c1cccc(Cl)c1	00558	2.032	0.515
[R]Cc2ccc1ccccc1n2	00559	2.398	-0.125
[R]OCCN1CCOCC1	00560	-0.376	-0.273
[R]CCc1ccc(Cl)cc1	00561	3.288	-0.066
[R]COCc1ccccc1	00562	1.813	-0.06
[R]C(=O)c1ccccc1OC	00563	1.262	0.345
[R]CCCCc1ccccc1	00564	3.563	-0.118
[R]c1cnc(N)cn1	00565	-0.332	0.078
[R]Cc1ccc(C(N)=N)cc1	00566	1.379	-0.072
[R]COC(C)=O	00567	-0.113	0.053
[R]OCCN(C)C	00568	-0.034	-0.299
[R]Nc1cc(C)on1	00569	0.23	-0.318
[R]C1=NCCN1	00570	-0.387	0.249
[R]CSc1ccccc1	00571	2.16	0.064
[R]n1nc(C)cc1C	00572	0.202	0.059
[R]CC(N)C(O)=O	00573	-0.601	-0.095
[R]NCc1ccncc1	00574	0.135	-0.56
[R]n1cccc1	00575	0.245	-0.008
[R]C(=O)C(O)=O	00576	0.466	0.747
[R]Cc1ccc(C(O)=O)cc1	00577	2.072	-0.03
[R]C1CCS(=O)(=O)C1	00578	-0.298	0.078
[R]CC(O)CO	00579	-0.363	-0.098
[R]NC1CCOCC1	00580	-0.497	-0.598
[R]NC(=O)c1ccccc1Cl	00581	1.52	-0.291
[R]NC1CCN(C)CC1	00582	-0.354	-0.634
[R]c2nc1ccccc1n2C	00583	1.607	0.284
[R]N1CCN(C(=O)OCC)CC1	00584	0.104	-0.593
[R]COP(O)(O)=O	00585	0.514	0.041
[R]C(O)(C(F)(F)F)C(F)(F)F	00586	1.514	0.443
[R]c2cc1ccccc1s2	00587	2.85	0.072
[R]C2COc1ccccc1O2	00588	1.457	0.149
[R]c1ccc(OC(C)C)cc1	00589	2.48	-0.098
[R]C(=O)Nc1ccccc1C	00590	1.522	0.445
[R]C1CCCN1	00591	0.215	-0.004
[R]NC(=O)c1ccc(Cl)cc1	00592	1.52	-0.251
[R]Cc1ccc(OCC)cc1	00593	2.464	-0.125
[R]Nc1ccc(C(O)=O)cc1	00594	1.19	-0.247
[R]C(=O)NCCOC	00595	-0.792	0.342
[R]C1=CCCCC1	00596	1.735	-0.107
[R]c1nc(C)cs1	00597	0.774	0.162
[R]c1ccc(C(N)=O)cc1	00598	0.811	0.105
[R]Nc1ccncc1	00599	0.179	-0.273
[R]c1ncccc1C(F)(F)F	00600	1.947	0.274
[R]Oc1ccccc1OC	00601	1.416	-0.125
[R]C(N)=S	00602	-0.139	0.695
[R]C(=O)NCCC	00603	0.184	0.361
[R]c1cn(C)cn1	00604	-0.136	-0.068
[R]c1cccc(C(C)=O)c1	00605	1.286	0.018
[R]C1(C#N)CC1	00606	0.985	0.127
[R]CC=C(C)C	00607	1.842	-0.139
[R]C1C(O)Cc2ccccc12	00608	1.682	-0.212
[R]c1cn(C)c2ccccc12	00609	1.532	-0.243
[R]c2ccc1ncccc1c2	00610	2.067	0.038
[R]C(=O)Nc1cc(C)on1	00611	-0.206	0.505
[R]c1cc(C(F)(F)F)ccn1	00612	1.947	0.268
[R]c1c(C)cc(O)cc1C	00613	2.627	-0.033
[R]NCc1ccccc1OC	00614	1.194	-0.702
[R]c1cscn1	00615	0.805	0.109
[R]c1ccc(Cl)c(C(F)(F)F)c1	00616	3.378	0.154
[R]N1CCCC(N)C1	00617	-0.363	-0.66
[R]OCCN1CCCC1	00618	0.292	-0.261
[R]Oc1ccccc1C	00619	2.136	-0.103
[R]OC(=O)c1ccccc1	00620	1.652	-0.084
[R]C(=O)CN	00621	-0.364	0.481
[R]NCCCN1CCOCC1	00622	-0.641	-0.612
[R]Nc1ccc(F)cc1F	00623	1.77	-0.264
[R]NC(=O)C(C)C	00624	0.279	-0.304
[R]C(=O)NCC(F)(F)F	00625	0.348	0.477
[R]C(CC(C)C)C(O)=O	00626	1.609	-0.011
[R]N1CCc2ccccc12	00627	1.72	-0.422
[R]N1CCC(O)CC1	00628	-0.414	-0.623
[R]C(=O)C=Cc1ccccc1	00629	2.047	0.371
[R]CCCN1CCN(C)CC1	00630	0.629	-0.112
[R]NCC1CC1	00631	0.38	-0.634
[R]c1cccc(OC)c1OC	00632	1.472	-0.035
[R]c2cccc(c1ccccc1)c2	00633	3.662	-0.012
[R]c1ccc(C)nc1	00634	0.836	0.043
[R]CCOc1ccccc1	00635	2.069	0.01
[R]C1COC1	00636	-0.146	-0.03
[R]NC1C(O)Cc2ccccc12	00637	1.127	-0.642
[R]NCc1cccc(OC)c1	00638	1.194	-0.626
[R]S(=O)(=O)c1ccc(F)cc1	00639	1.206	0.627
[R]C(=O)c2ccc1OCOc1c2	00640	1.199	0.496
[R]NCc1ccc(C)cc1	00641	1.914	-0.634
[R]c1ccc(NS(C)(=O)=O)c(F)c1	00642	1.36	0.114
[R]c1c(C)nn(C)c1C	00643	0.258	-0.167
[R]CC(=O)N(C)C	00644	-0.448	-0.134
[R]C2C1CC3CC(C1)CC2C3	00645	2.486	-0.142
[R]c1c(OC)cccc1OC	00646	1.472	-0.199
[R]c1ccc(C)c(Cl)c1	00647	2.963	0.027
[R]OCc2ccc1ccccc1n2	00648	2.003	-0.202
[R]CC(=O)N1CCCC1	00649	-0.122	-0.139
[R]CC1CCC1	00650	1.776	-0.139
[R]C(=O)C(N)Cc1ccccc1	00651	1.859	0.524
[R]CC(=O)c1ccccc1	00652	1.447	-0.101
[R]c1ncns1	00653	0.819	0.345
[R]c2ccc1[nH]ccc1c2	00654	1.286	-0.133
[R]Cc1c(C)cc(O)cc1C	00655	3.024	-0.112
[R]N2CCC(N1CCCCC1)CC2	00656	0.73	-0.656
[R]c1ccnn1C	00657	0.316	0.135
[R]C(=O)Nc2ccc1OCOc1c2	00658	0.739	0.48
[R]Cc1cccc(C(N)=N)c1	00659	1.379	-0.12
[R]C(=O)Nc1ccc(Br)cc1	00660	1.847	0.497
[R]c2cc1ccccc1[nH]2	00661	1.515	0.016
[R]c1ccccc1CC	00662	2.841	-0.042
[R]c1cccc(C(F)(F)F)c1Cl	00663	3.378	0.121
[R]NC(=O)c1ccc(C)cc1	00664	1.469	-0.304
[R]Cc1ccc(OC(F)(F)F)cc1	00665	3.866	-0.057
[R]c1cc(Cl)ccc1C	00666	2.963	0.06
[R]Cc1ccc(C#N)cc1	00667	2.41	-0.017
[R]C(=O)c1cccc(C)c1	00668	1.982	0.448
[R]CC#CC	00669	1.459	-0.076
[R]S(=O)(=O)N(CC)CC	00670	0.386	0.543
[R]C(=O)N2CCc1ccccc1C2	00671	1.378	0.374
[R]c1c(C(C)C)cccc1C(C)C	00672	4.365	-0.046
[R]C(=O)NCc1ccccn1	00673	-0.012	0.364
[R]OCCN1CCCCC1	00674	0.688	-0.304
[R]N1CCCC1C#N	00675	0.432	-0.506
[R]N1CCCC1C(O)=O	00676	0.094	-0.587
[R]c1cccc(NC(C)=O)c1	00677	0.826	-0.06
[R]NC(CC(C)C)C(O)=O	00678	0.945	-0.541
[R]c1cc(C)nc2ccccc12	00679	2.237	0.135
[R]NC(=O)c1ccccn1	00680	0.089	-0.283
[R]C(=O)N1CCCC1C#N	00681	0.02	0.447
[R]C(=O)NCc1cccnc1	00682	-0.162	0.396
[R]C1CNC(=O)C1	00683	-0.777	0.064
[R]OCCCCC	00684	1.591	-0.273
[R]NCc1ccc(C(N)=N)cc1	00685	0.452	-0.603
[R]c1cccc(F)c1F	00686	2.256	0.087
[R]OS(N)(=O)=O	00687	-0.636	0.31
[R]C1CCC(N)CC1	00688	0.766	-0.185
[R]C1CCN(C(C)=O)CC1	00689	-0.024	-0.061
[R]NS(=O)(=O)c1ccc(F)cc1	00690	1.16	-0.115
[R]C(=O)NC(CC(C)C)C(O)=O	00691	0.648	0.394
[R]CCCCCCC(=O)NO	00692	1.527	-0.115
[R]CC(C)(C)C(O)=O	00693	1.548	-0.036
[R]Nc1cccc2ccccc12	00694	2.494	-0.356
[R]Cc1c(C)noc1C	00695	0.585	-0.057
[R]Nc1ccc(Cl)cn1	00696	1.396	-0.212
[R]NCC=C	00697	0.411	-0.626
[R]c1ncccc1F	00698	1.204	0.179
[R]C(O)CC(O)=O	00699	-0.449	0.098
[R]C(=O)c1ccc(C(C)(C)C)cc1	00700	3.142	0.439
[R]CCc1ccc(S(N)(=O)=O)cc1	00701	1.623	-0.022
[R]Nc1ccc(OC)c(OC)c1	00702	0.986	-0.402
[R]C1CCCc2ccccc12	00703	3.064	-0.103
[R]N=N#N	00704	1.086	0.111
[R]c1ccc(Br)o1	00705	1.359	0.208
[R]C(=O)c1ccc(OC)c(OC)c1	00706	1.009	0.445
[R]Cc1ccc(C(C)(C)C)cc1	00707	4.001	-0.125
[R]CCCn1ccnc1	00708	0.205	-0.016
[R]NCc1ccccc1Cl	00709	1.965	-0.625
[R]C(=O)NCCN1CCOCC1	00710	-0.99	0.386
[R]CCCN1CCCC1	00711	1.154	-0.122
[R]C(=O)C(C)N	00712	0.173	0.472
[R]N1C(=O)CCC1=O	00713	-0.953	0.084
[R]OCC=C	00714	0.728	-0.25
[R]CC(C)O	00715	0.423	-0.136
[R]c1n[nH]c(=O)c2CCCCc12	00716	1.415	0.192
[R]CC23CC1CC(CC(C1)C2)C3	00717	2.985	-0.144
[R]C(=O)c1cccc2ccccc12	00718	2.517	0.428
[R]c2cnc1ccccc1n2	00719	1.553	0.25
[R]c1nc[nH]n1	00720	-0.131	0.154
[R]N1CC(C)OC(C)C1	00721	0.515	-0.633
[R]c1ccc[nH]1	00722	0.284	-0.12
[R]S(=O)(=O)Nc1ncns1	00723	0.311	0.774
[R]C(=O)c1cccc(F)c1	00724	1.654	0.518
[R]C(=O)c1ccccc1O	00725	1.23	0.399
[R]c1cnco1	00726	-0.375	0.198
[R]C(=O)NCc1ccc(OC)cc1	00727	0.897	0.358
[R]Nc1ccc(C)c(C)c1	00728	2.426	-0.411
[R]C(=O)Nc1ccccn1	00729	0.442	0.426
[R]Oc1ccc(F)cc1F	00730	1.948	0.029
[R]c1cccn1C	00731	0.53	-0.063
[R]C(=O)NCCO	00732	-1.07	0.344
[R]C(=O)Nc1ccc(OCC)cc1	00733	1.145	0.432
[R]c1nnnn1C	00734	0.17	0.508
[R]CC(=O)Nc1ccccc1	00735	0.987	-0.069
[R]c1csc(C)n1	00736	0.953	0.084
[R]C(=O)c1cnccn1	00737	-0.71	0.456
[R]C(N)Cc1c(C)cc(O)cc1C	00738	2.159	-0.041
[R]c1ccn(C)n1	00739	0.486	0.022
[R]c1ccc(C)s1	00740	1.619	-0.003
[R]C(C)(C)N	00741	-0.098	-0.095
[R]NC(=O)c1cccnc1	00742	-0.31	-0.235
[R]C(=O)N1CCCC1C(O)=O	00743	-0.318	0.38
[R]C(CCCCN)C(N)=O	00744	-0.684	-0.107
[R]CCOCC	00745	0.63	-0.058
[R]Cc1ccc(F)cc1F	00746	2.653	-0.061
[R]c1ccc(Cl)c(F)c1	00747	2.635	0.133
[R]S(=O)(=O)C(C)C	00748	0.14	0.573
[R]N(C)c1ccccc1	00749	1.738	-0.425
[R]NC(=O)C1CCCCC1	00750	0.964	-0.307
[R]N2Cc1ccncc1C2	00751	0.226	-0.527
[R]C(=O)c1ccc(N(=O)=O)cc1	00752	1.468	0.646
[R]c1noc(C)n1	00753	0.33	0.222
[R]C(=O)N2Cc1ccncc1C2	00754	-0.186	0.429
[R]Nc1cc(C(F)(F)F)ccn1	00755	1.761	-0.177
[R]NC(CCCCN)C(N)=O	00756	-1.349	-0.609
[R]C(=O)C1CCCC1	00757	2.018	0.451
[R]NC(=O)N2Cc1ccncc1C2	00758	-0.495	-0.307
[R]C(=O)NC(CCCCN)C(N)=O	00759	-1.646	0.356
[R]c2cn1nc(OC)sc1n2	00760	1.312	0.065
[R]CNC(C)=O	00761	-0.763	0.097
[R]Cc1n[nH]c(=O)c2CCCCc12	00762	1.347	-0.098
[R]NC1CCCCCC1	00763	1.652	-0.65
[R]CC(O)CC(O)=O	00764	-0.197	-0.08
[R]NC1CCC(O)CC1	00765	0.197	-0.653
[R]C(C)C(N)=O	00766	-0.378	-0.114
[R]C1CN2CCC1CC2	00767	0.59	-0.096
[R]C(=O)Nc1ccccc1Cl	00768	1.573	0.464
[R]Sc1ccc(Cl)cc1	00769	2.53	-0.016
[R]C(=O)Nc1cccc(F)c1	00770	1.194	0.492
[R]NC1CCCNC1	00771	-0.316	-0.601
[R]C(=O)NCc1ccc(Cl)cc1	00772	1.668	0.391
[R]N(CCCC)CCCC	00773	2.447	-0.669
[R]c2ccc1ncsc1c2	00774	2.206	0.07
[R]CC(=O)NCc1ccccc1	00775	1.082	-0.126
[R]C(=O)Nc1ccccc1F	00776	1.194	0.464
[R]c1ccc(Cl)cc1C	00777	2.963	0.04
[R]NC(=O)C(N)Cc1ccccc1	00778	0.409	-0.245
[R]NS(=O)(=O)Cc1ccccc1	00779	1.116	-0.131
[R]CCc1ccc(F)cc1	00780	2.91	-0.069
[R]N1CCN(S(C)(=O)=O)CC1	00781	-0.498	-0.554
[R]c1cc[nH]n1	00782	0.239	0.057
[R]c1cncc(Cl)c1	00783	1.184	0.149
[R]Oc1ccccc1Cl	00784	2.187	-0.027
[R]c1cncs1	00785	0.805	0.098
[R]C(=O)c1ccc(O)cc1O	00786	0.946	0.413
[R]c1nonc1N	00787	0.117	0.437
[R]OC1OC(CO)C(O)C(O)C1O	00788	-1.508	-0.25
[R]CCc1ccc(O)cc1	00789	2.486	-0.087
[R]c1ncccc1C	00790	1.532	0.135
[R]Cc1c(Cl)cccc1Cl	00791	3.41	-0.077
[R]N1CCC(F)C1	00792	0.137	-0.582
[R]Nc1ccc(CC)cc1	00793	2.355	-0.4
[R]c1ccc(C(F)(F)F)nc1	00794	1.947	0.242
[R]c1nnc(C)s1	00795	0.968	0.355
[R]C(=O)CCC(O)=O	00796	0.331	0.519
[R]c1ccc(NS(C)(=O)=O)cc1	00797	1.22	0.021
[R]COc1ccc(Cl)cc1	00798	2.335	0.073
[R]c1ncco1	00799	-0.093	0.304
[R]c1cccc2[nH]ccc12	00800	1.286	-0.095
[R]C(N)CCCNC(N)=N	00801	-1.079	-0.012
[R]CN(CC)CC	00802	0.865	-0.125
[R]NCC1CCOCC1	00803	-0.074	-0.618
[R]NCCCc1ccccc1	00804	2.095	-0.628
[R]C(=O)C1NC2CCC1C2	00805	0.949	0.426
[R]C1CCC(C(O)=O)CC1	00806	1.502	-0.087
[R]C1NC2CCC1C2	00807	0.599	-0.134
[R]C(=O)C(N)CCCNC(N)=N	00808	-0.73	0.494
[R]NC(=O)C1NC2CCC1C2	00809	-0.501	-0.335
[R]CC(=O)NCc1ccco1	00810	-0.683	-0.11
[R]c1ccc(Cl)cc1F	00811	2.635	0.075
[R]CCCc1c[nH]cn1	00812	0.343	-0.158
[R]CP(O)(O)=O	00813	-0.064	0.068
[R]C(=O)CCCC	00814	1.959	0.456
[R]c1ccnc(N)n1	00815	0.14	0.228
[R]c1cc(Cl)ccc1OC(F)F	00816	3.097	0.029
[R]OCc1cccc(F)c1	00817	1.903	-0.21
[R]NC(=O)C(C)N	00818	-1.277	-0.296
[R]NC1CCCc2ccccc12	00819	2.292	-0.598
[R]NCC#N	00820	-0.45	-0.429
[R]C(C)(C)CC	00821	2.317	-0.15
[R]c1ccccc1C(=O)OC	00822	1.708	-0.087
[R]C(=O)CCl	00823	1.13	0.587
[R]C(=O)Nc1ccc(Cl)cn1	00824	0.96	0.47
[R]C2Cc1ccccc1C2	00825	2.667	-0.065
[R]C(=O)NCc1cccs1	00826	0.372	0.378
[R]C(=O)OCCCC	00827	1.231	0.492
[R]c1cc(F)ccc1OC	00828	1.864	-0.036
[R]CCCN(CC)CC	00829	1.513	-0.117
[R]N1CCN(C(C)C)CC1	00830	0.589	-0.677
[R]C(C)(C)CO	00831	0.918	-0.082
[R]Oc1ccc(C(F)(F)F)cn1	00832	1.938	-0.055
[R]NC(CC)c1ccccc1	00833	2.329	-0.629
[R]c1cccc(S(N)(=O)=O)c1	00834	0.83	0.076
[R]c1cc(C)ccn1	00835	1.532	0.133
[R]N2CCN(c1ncccn1)CC2	00836	0.534	-0.628
[R]N1CCN(CCO)CC1	00837	-0.61	-0.694
[R]NS(=O)(=O)c1cccs1	00838	0.792	-0.158
[R]C(=O)NN	00839	-0.919	0.405
[R]S(=O)(=O)c1ccc(C)cc1	00840	1.534	0.575
[R]C(O)C(F)(F)F	00841	0.803	0.241
[R]CCNC	00842	0.07	-0.08
[R]C(=O)c1cccc(N(=O)=O)c1	00843	1.468	0.638
[R]c1ccc(N(CC)CC)cc1	00844	2.927	-0.193
[R]NCCC(C)C	00845	1.208	-0.645
[R]c1ccc(OP(O)(O)=O)cc1	00846	2.104	0.035
[R]C(=O)N(C)Cc1ccccc1	00847	1.396	0.36
[R]C(=O)c1ccc(Cl)cc1Cl	00848	2.55	0.526
[R]Cc1cc(F)c(F)cc1F	00849	2.792	-0.001
[R]C1CCCCCCC1	00850	2.965	-0.144
[R]Nc1ccc(C(=O)OCC)cc1	00851	1.564	-0.264
[R]C(C)COC	00852	0.691	-0.061
[R]N1CCCc2ccccc12	00853	2.116	-0.462
[R]NC(=O)CN	00854	-1.814	-0.288
[R]N2CCC(c1ccccc1)CC2	00855	2.301	-0.661
[R]C(=O)COC	00856	0.261	0.508
[R]c1ccc(Cl)nc1	00857	1.554	0.144
[R]C(=O)NCc1ccc(C)cc1	00858	1.617	0.36
[R]c1ccccc1OC(F)(F)F	00859	3.47	-0.003
[R]C(=O)c1ccc(Cl)c(Cl)c1	00860	2.55	0.559
[R]CC(=O)NC	00861	-0.694	-0.125
[R]C(=O)c2cc1ccccc1o2	00862	1.229	0.44
[R]c1cccc2cnccc12	00863	1.668	0.064
[R]C1CC2CCC1C2	00864	1.933	-0.133
[R]C(=O)C1CCC1	00865	1.622	0.456
[R]c1ccc(F)c(C)c1	00866	2.584	0.018
[R]C(=O)c2ccc1OCCOc1c2	00867	0.831	0.453
[R]Nc1cc(C)cc(C)c1	00868	2.426	-0.408
[R]NC(=O)OCC	00869	0.056	-0.245
[R]C(C)c1ccc(F)cc1	00870	2.844	-0.057
[R]Oc1ccc(Cl)cc1Cl	00871	2.705	0.037
[R]Oc1cccc(C)c1	00872	2.136	-0.103
[R]Cc1ccccc1C(F)(F)F	00873	3.257	-0.101
[R]CCC(=O)OC	00874	0.352	-0.025
[R]NC(=O)c1ccccc1F	00875	1.141	-0.286
[R]Nc1ccc(OC)cc1OC	00876	0.986	-0.468
[R]c1ccc(OC(F)F)cc1	00877	2.579	-0.028
[R]Nc1ccc(C(C)C)cc1	00878	2.685	-0.402
[R]C(=O)C23CC1CC(CC(C1)C2)C3	00879	3.063	0.435
[R]Cc1ccc(S(C)(=O)=O)cc1	00880	1.519	-0.003
[R]c1cccc(S(C)(=O)=O)c1	00881	1.122	0.065
[R]c1nccn1C	00882	-0.024	0.162
[R]c1ccnc2ccccc12	00883	2.067	0.151
[R]c1cc(C(C)(C)C)on1	00884	2.273	0.132
[R]N(O)C=O	00885	-0.182	0.021
[R]c2cnc1[nH]ccc1c2	00886	0.732	-0.044
[R]c1ccc(C#N)c(C(F)(F)F)c1	00887	2.896	0.233
[R]c1cccc(CC)c1	00888	2.841	-0.038
[R]NC1(C#N)CC1	00889	-0.07	-0.479
[R]Nc1c(C)cccc1C	00890	2.426	-0.555
[R]C(=O)NCC#N	00891	-0.748	0.475
[R]C(=O)N1CCCCCC1	00892	0.738	0.345
[R]c1ccc(OCCCC)cc1	00893	2.932	-0.084
[R]c1ccc(OCCC)cc1	00894	2.536	-0.084
[R]c2nc(c1ccccc1)cs2	00895	2.687	0.185
[R]c1ccc(OC)c(F)c1	00896	1.864	-0.001
[R]Nc1ccc(C)cc1C	00897	2.426	-0.414
[R]S(C)=O	00898	-0.806	0.246
[R]OCCCN1CCOCC1	00899	-0.324	-0.243
[R]C(=O)NC1(C#N)CC1	00900	-0.367	0.477
[R]N(C(C)C)C(C)C	00901	1.543	-0.718
[R]c1ccc(Cl)c(C)c1	00902	2.963	0.04
[R]c1csc2ccccc12	00903	2.451	-0.009
[R]C(=O)Nc2nc1ccccc1s2	00904	1.786	0.502
[R]OCc1ccc(F)cc1	00905	1.903	-0.216
[R]c1cnc(N)nc1N	00906	-0.343	-0.115
[R]S(=O)(=O)NC	00907	-0.661	0.586
[R]CC=Cc1ccccc1	00908	2.906	-0.093
[R]C1CCCN1C	00909	0.576	-0.155
[R]C(=O)Nc1ccc(C(O)=O)cc1	00910	0.753	0.516
[R]Cc1ccsc1	00911	1.446	-0.109
[R]C(=O)N1CCC(C)CC1	00912	0.672	0.353
[R]OCCF	00913	0.147	-0.202
[R]Nc1cncnc1	00914	-0.465	-0.22
[R]c1cccc2[nH]ncc12	00915	1.071	0.045
[R]NC(=O)C(N)CCCNC(N)=N	00916	-2.18	-0.216
[R]NC(=O)Nc1cccc(C)c1	00917	1.213	-0.296
[R]c1ccc(Br)s1	00918	2.638	0.116
[R]C(=O)NCCN(C)C	00919	-0.648	0.371
[R]c1ccc(CN)cc1	00920	1.095	-0.038
[R]NC(=O)c1cccc(OC)c1	00921	0.749	-0.294
[R]c1cc(C)[nH]n1	00922	0.24	0.043
[R]c1nnc(C)o1	00923	0.214	0.412
[R]C(=O)c1ccc(O)cc1	00924	1.23	0.473
[R]Oc1cccc(Cl)c1	00925	2.187	-0.03
[R]OCc1ccccn1	00926	0.602	-0.207
[R]C(=O)N(CCC)CCC	00927	1.242	0.345
[R]C(=O)NCC(C)C	00928	0.587	0.358
[R]C#CC	00929	1.063	0.046
[R]C(N)Cc1cc(F)c(F)cc1F	00930	1.928	0.024
[R]C(=O)Nc1ccc(F)cc1F	00931	1.334	0.502
[R]CN2CCc1ccccc1C2	00932	1.938	-0.012
[R]c1cccc(I)c1	00933	3.235	0.048
[R]SCC(O)=O	00934	-0.128	0.057
[R]n1ccc(=O)[nH]c1=O	00935	-1.105	0.057
[R]CCC1=CCCCC1	00936	2.527	-0.122
[R]Cc1c(F)cccc1Cl	00937	3.031	-0.065
[R]Nc1c(F)cccc1F	00938	1.77	-0.387
[R]c1cccnc1C	00939	0.836	0.027
[R]Cc1cc(C)nc2ccccc12	00940	2.634	-0.044
[R]OC(=O)C(C)(C)C	00941	1.594	-0.096
[R]NC(=O)c1cccc(Cl)c1	00942	1.52	-0.253
[R]C(=O)NC(CC)c1ccccc1	00943	2.031	0.372
[R]c1cc(C)ccc1OC	00944	2.192	-0.155
[R]N1CCCC(C)C1	00945	1.156	-0.679
[R]CNC(C)C	00946	0.574	-0.098
[R]CCC1CCCCC1	00947	2.965	-0.134
[R]COCC	00948	0.379	-0.066
[R]Nc1cc(C(C)(C)C)on1	00949	2.086	-0.329
[R]NCCN	00950	-1.12	-0.62
[R]C(=O)NCCCN1CCOCC1	00951	-0.938	0.377
[R]C(O)CC(O)CC(O)=O	00952	-0.769	0.045
[R]C1CCCCN1	00953	0.611	-0.072
[R]c1sccc1C	00954	1.916	-0.001
[R]C(=O)Nc1cc(C(C)(C)C)on1	00955	1.65	0.499
[R]c2nnn3cnc1[nH]ccc1c23	00956	0.089	0.034
[R]c2nnc(c1ccccc1)o2	00957	2.127	0.423
[R]n1nnc2ccccc12	00958	1.209	0.211
[R]NC(=O)c1ccccc1OC	00959	0.749	-0.357
[R]Nc1ccc(O)cc1	00960	1.207	-0.362
[R]c1c(Cl)cncc1Cl	00961	1.702	0.212
[R]c2ccc1OCCc1c2	00962	1.706	-0.057
[R]C(CO)c1ccccc1	00963	1.629	-0.025
[R]NC(=O)c1ccccc1C	00964	1.469	-0.294
[R]NC(C)C(N)=O	00965	-1.115	-0.557
[R]NC(=O)Nc1ccc(Cl)cc1	00966	1.264	-0.256
[R]C(=O)c1nccs1	00967	0.14	0.399
[R]c2nc(c1ccccc1)oc2C	00968	1.991	0.068
[R]NCCCN(C)C	00969	-0.298	-0.629
[R]C(N)CC(O)=O	00970	-0.796	0.022
[R]Nc1cccc(C(O)=O)c1	00971	1.19	-0.304
[R]c1ccc(CO)cc1	00972	1.442	-0.019
[R]Nc1ccccc1C(O)=O	00973	1.19	-0.292
[R]CC1CCNCC1	00974	0.708	-0.128
[R]c1ccc(C#N)cn1	00975	1.101	0.314
[R]CCC=C(C)C	00976	2.239	-0.128
[R]c1ncc[nH]1	00977	-0.27	0.187
[R]c2cc1ccccc1oc2=O	00978	1.416	0.018
[R]NC(CCSC)C(N)=O	00979	-1.128	-0.576
[R]CCS(C)(=O)=O	00980	-0.215	0.022
[R]C1OC(C(=O)NCC)C(O)C1O	00981	-1.355	0.173
[R]Nc1c(C)cc(C)cc1C	00982	2.893	-0.566
[R]C(CCSC)C(N)=O	00983	-0.408	-0.071
[R]C(=O)NC(CCSC)C(N)=O	00984	-1.425	0.375
[R]C(=O)Nc1c(F)cccc1F	00985	1.334	0.426
[R]c2cc(C1CC1)[nH]n2	00986	0.926	0.048
[R]S(=O)(=O)Nc1ccon1	00987	-0.097	0.565
[R]NC(=O)CCc1ccccc1	00988	1.33	-0.285
[R]c2ccc1CCCc1c2	00989	2.804	-0.052
[R]C(=O)C(N)CC(O)=O	00990	-0.446	0.545
[R]C(=O)c1ccc(C(F)(F)F)cc1	00991	2.397	0.56
[R]n1cnc2ccccc12	00992	1.039	0.067
[R]C(=O)N1CCc2ccccc12	00993	1.283	0.44
[R]c1ccc(Br)cc1F	00994	2.909	0.094
[R]OCc1ccc(Cl)cc1	00995	2.282	-0.212
[R]CC(C)NC(C)=O	00996	-0.098	-0.096
